Customer ID,network_age,Customer tenure in month,Total Spend in Months 1 and 2 of 2017,Total SMS Spend,Total Data Spend,Total Data Consumption,Total Unique Calls,Total Onnet spend ,Total Offnet spend,Total Call centre complaint calls,Network type subscription in Month 1,Network type subscription in Month 2,Most Loved Competitor network in in Month 1,Most Loved Competitor network in in Month 2,Churn Status
ADF0703,128,4.266666667,1440.88,0.0,0.0,1944.8018,443,0,5147,2,3,3,Zintel,Uxaa,1.0
ADF0704,2674,89.13333333,1444.38,11.37,298.75,1438707.392,72,12680,29554,1,1,1,Weematel,Uxaa,0.0
ADF0705,1231,41.03333333,1447.6688,7.88,253.75,10585665.99,312,46590,26259,3,1,1,ToCall,Uxaa,1.0
ADF0706,3882,129.4,1448.37,35.44,76.25,1906632.362,1009,0,358,2,1,1,Mango,Uxaa,0.0
ADF0707,1351,45.03333333,1448.5,174.1,101.25,1010556.2209999999,255,2737,1887,1,2,2,Weematel,Uxaa,0.0
ADF0708,1332,44.4,1449.67,34.71,22.5,1136535.712,423,15568,7470,1,1,1,Weematel,Uxaa,0.0
ADF0709,3901,130.03333329999998,1452.7456,19.57,155.0,1629975.602,667,12754,12190,6,1,1,Mango,Uxaa,1.0
ADF0710,3566,118.86666670000001,1454.096,15.75,27.5,73060.8311,603,15687,9823,1,0,0,Weematel,Uxaa,1.0
ADF0711,2256,75.2,1455.496,1.75,0.0,59442.083,654,287,2747,10,2,2,Zintel,Uxaa,1.0
ADF0712,2106,70.2,1458.39,5.98,0.0,1086.1651,1025,0,2629,3,0,0,Weematel,Uxaa,1.0
ADF0713,3978,132.6,1458.5739999999998,0.0,0.0,6921.6201,1111,0,16146,1,1,1,Mango,Uxaa,0.0
ADF0714,1686,56.2,1460.28,14.34,1.25,312416.3614,503,4565,19526,1,1,1,Uxaa,Uxaa,0.0
ADF0715,1192,39.73333333,1464.32,41.79,191.25,57834827.73,25,1522,2764,1,1,1,ToCall,Uxaa,1.0
ADF0716,3962,132.0666667,1465.878,21.44,92.5,2826443.068,629,1195,1134,1,1,1,Weematel,Uxaa,1.0
ADF0717,1994,66.46666667,1470.1992,3.59,1.25,11.3418,634,13426,13511,2,2,2,PQza,Uxaa,0.0
ADF0718,1310,43.66666667,1471.3912,21.49,17.5,768.3096,413,37134,24971,1,3,3,Mango,Uxaa,0.0
ADF0719,1139,37.96666667,1471.818,4.97,0.0,313391.7676,709,3788,21316,3,1,1,PQza,Uxaa,1.0
ADF0720,3705,123.5,1471.918,68.25,203.75,12750606.7,96,1652,15118,3,1,1,Uxaa,Uxaa,1.0
ADF0721,3677,122.56666670000001,1478.41,1.75,83.75,1052189.727,303,64107,4626,1,1,1,Uxaa,Uxaa,0.0
ADF0722,480,16.0,1484.88,11.95,3.75,834886.3204,762,0,7167,1,1,1,Weematel,Uxaa,1.0
ADF0723,2598,86.6,1485.48,144.97,126.25,1556823.368,204,3048,1108,2,1,1,Weematel,Uxaa,1.0
ADF0724,1152,38.4,1491.8764,5.99,7.5,34371114.51,568,2436,19031,1,1,1,Mango,Uxaa,0.0
ADF0725,2231,74.36666667,1492.8964,11.37,8.75,662074.3535,376,3378,46237,1,3,3,Mango,Uxaa,0.0
ADF0726,4813,160.43333330000002,1493.36,3.5,60.0,3193016.063,670,2280,1736,1,1,1,ToCall,Uxaa,1.0
ADF0727,1202,40.06666667,1494.596,8.75,0.0,896486.1006,398,6069,25415,2,1,1,Uxaa,Uxaa,0.0
ADF0728,1523,50.76666667,1495.5104,51.62,67.5,695944.6221,639,7500,3298,1,1,1,PQza,Uxaa,0.0
ADF0729,1464,48.8,1498.32,1.75,267.5,13010665.91,211,4368,3602,1,1,3,Zintel,Uxaa,0.0
ADF0730,3887,129.5666667,1503.474,10.76,5.0,1420001.1519999998,993,4364,6285,3,2,2,ToCall,Uxaa,1.0
ADF0731,143,4.766666667,1505.19,0.0,22.5,315423.7041,372,0,14567,1,1,1,ToCall,Uxaa,0.0
ADF0732,629,20.96666667,1506.34,61.66,7.5,237319.0733,411,22809,30443,1,1,1,Zintel,Uxaa,0.0
ADF0733,151,5.033333333,1507.77,0.0,0.0,63.7432,524,2436,31296,1,1,1,ToCall,Uxaa,1.0
ADF0734,1564,52.13333333,1513.65,13.7,172.5,15350682.25,516,0,9225,1,1,1,ToCall,Uxaa,1.0
ADF0735,2724,90.8,1524.6784,5.98,47.5,6814872.646000001,350,16712,40668,2,2,2,Zintel,Uxaa,0.0
ADF0736,2024,67.46666667,1525.724,19.49,23.75,10891950.07,217,16019,8100,1,1,1,Mango,Uxaa,1.0
ADF0737,102,3.4,1527.4212,0.0,0.0,5756.7803,174,116328,13740,2,0,0,Uxaa,Uxaa,0.0
ADF0738,3533,117.76666670000002,1531.48,5.25,1.25,914409.4199,376,0,10584,2,1,1,Uxaa,Uxaa,0.0
ADF0739,2299,76.63333333,1535.12,3.5,8.75,1389757.406,423,2259,2247,1,0,1,Weematel,Uxaa,1.0
ADF0740,1333,44.43333333,1537.79,15.33,15.0,1190562.436,153,16009,19147,2,1,1,Weematel,Uxaa,0.0
ADF0741,2696,89.86666667,1543.4276,10.5,1.25,2.6748,660,18530,8389,2,2,2,Zintel,Uxaa,0.0
ADF0742,1998,66.6,1546.5,105.87,383.75,3277169.367,151,15043,6452,8,1,1,Weematel,Uxaa,1.0
ADF0743,2353,78.43333333,1553.15,15.75,2.5,170736.8311,359,12224,7607,3,0,0,Uxaa,Uxaa,1.0
ADF0744,1882,62.73333333,1554.8,20.89,12.5,284257.0214,254,20453,39265,1,1,1,0,Uxaa,0.0
ADF0745,314,10.46666667,1562.18,4.15,21.25,1161910.131,690,262,15292,1,1,1,Mango,Uxaa,1.0
ADF0746,1424,47.46666667,1568.484,0.0,0.0,296.1758,419,0,44012,2,0,0,Mango,Uxaa,0.0
ADF0747,2004,66.8,1569.7088,73.36,80.0,2210434.411,525,0,14707,3,1,1,Zintel,Uxaa,0.0
ADF0748,146,4.866666667,1573.46,204.29,2.5,109153.8418,186,20352,24971,1,1,1,Zintel,Uxaa,0.0
ADF0749,133,4.433333333,1573.6468,0.0,340.0,41545929.26,131,1188,6488,1,1,1,PQza,Uxaa,0.0
ADF0750,2700,90.0,1574.79,0.0,210.0,2622898.699,464,250,1331,2,3,3,PQza,Uxaa,1.0
ADF0751,1410,47.0,1584.3,8.64,126.48,4922133.115,750,847,4323,1,0,0,Zintel,Uxaa,1.0
ADF0752,4010,133.6666667,1587.75,63.0,12.5,165584.5928,540,63046,33681,2,1,1,Zintel,Uxaa,0.0
ADF0753,2185,72.83333333,1588.04,17.94,0.0,546933.7715,1360,9840,12812,1,0,0,Uxaa,Uxaa,0.0
ADF0754,3299,109.96666670000002,1589.59,11.96,80.0,10155309.58,1096,2474,9583,1,1,1,Uxaa,Uxaa,0.0
ADF0755,1356,45.2,1591.7436,0.0,20.0,5544839.137,809,0,12425,2,1,1,Uxaa,Uxaa,0.0
ADF0756,2772,92.4,1592.8039999999999,29.46,47.5,283629.3047,354,23264,73117,2,1,1,Zintel,Uxaa,0.0
ADF0757,1370,45.66666667,1595.9604,7.17,0.0,55495.3438,762,13539,7673,2,0,0,Uxaa,Uxaa,0.0
ADF0758,4637,154.56666669999998,1600.4668,7.65,2.5,2426745.935,536,2044,5642,2,1,1,Mango,Uxaa,0.0
ADF0759,2440,81.33333333,1603.5504,94.78,221.25,366383.0537,304,17196,48921,1,1,1,Zintel,Uxaa,0.0
ADF0760,1085,36.16666667,1606.79,6.53,1.25,7829.7617,1184,2008,44787,1,1,1,ToCall,Uxaa,1.0
ADF0761,180,6.0,1619.2824,2.4,73.75,17193106.12,237,3210,38853,15,1,1,ToCall,Uxaa,0.0
ADF0762,4871,162.3666667,1622.86,9.48,103.75,363073.4345,734,0,19653,2,1,1,ToCall,Uxaa,0.0
ADF0763,1359,45.3,1626.0704,69.99,1.25,8793.0039,1264,24543,4670,5,2,2,Zintel,Uxaa,1.0
ADF0764,1964,65.46666667,1632.056,15.75,153.75,91843589.44,181,47928,20572,1,2,2,PQza,Uxaa,0.0
ADF0765,1127,37.56666667,1632.44,1.08,29.76,267366.5439,401,42734,33630,3,0,0,Zintel,Uxaa,0.0
ADF0766,983,32.76666667,1639.7928,0.0,75.0,13255209.34,336,0,3549,8,1,1,Zintel,Uxaa,1.0
ADF0767,1080,36.0,1641.14,19.06,20.0,292466.0869,758,67704,13346,3,3,3,Weematel,Uxaa,1.0
ADF0768,3831,127.7,1645.79,0.0,0.0,8851.4658,627,1685,14818,1,1,0,Zintel,Uxaa,0.0
ADF0769,377,12.56666667,1652.81,49.6,16.25,10149.8027,480,40452,53260,2,3,3,ToCall,Uxaa,0.0
ADF0770,137,4.566666667,1660.14,3.5,135.0,16966560.91,626,3312,956,2,1,1,Mango,Uxaa,0.0
ADF0771,131,4.366666667,1665.9360000000001,36.75,58.75,3492537.1760000004,205,672,11495,1,1,1,ToCall,Uxaa,0.0
ADF0772,2639,87.96666667,1667.5079999999998,58.72,123.75,180711.5362,351,21264,51902,1,2,2,Uxaa,Uxaa,0.0
ADF0773,2143,71.43333333,1673.1028,4.1,0.0,1379.2822,695,74820,35214,2,0,0,ToCall,Uxaa,1.0
ADF0774,132,4.4,1674.63,14.0,7.5,7.916,346,93336,3117,1,2,2,Uxaa,Uxaa,1.0
ADF0775,428,14.26666667,1678.02,77.86,42.5,38658.8877,111,14508,18750,2,1,1,0,Uxaa,
ADF0776,2073,69.1,1685.6364,0.0,273.75,12661924.37,568,0,3587,1,1,1,PQza,Uxaa,
ADF0777,4075,135.83333330000002,1689.97,14.34,0.0,1649440.935,1119,0,16969,2,1,1,Mango,Uxaa,
ADF0778,912,30.4,1699.4379999999999,37.5,6.25,69330.2549,143,9562,29554,1,2,2,Weematel,Uxaa,
ADF0779,4155,138.5,1700.83,11.71,9.3,2088104.6169999999,1271,35508,21085,9,1,1,PQza,Uxaa,
ADF0780,1375,45.83333333,1702.0,0.0,2.5,24.1104,215,43419,49419,2,0,0,Zintel,Uxaa,
ADF0781,1888,62.93333333,1706.1256,5.25,20.0,1639.4072,314,58550,73561,1,3,1,ToCall,Uxaa,
ADF0782,626,20.86666667,1716.832,12.97,55.0,538220.5918,759,6384,4589,1,1,1,Weematel,Uxaa,
ADF0783,145,4.833333333,1723.5444,12.98,128.75,1640686.959,273,42534,21686,4,1,0,ToCall,Uxaa,
ADF0784,1632,54.4,1733.5772,13.62,20.0,323027.2285,478,26207,55589,1,1,1,ToCall,Uxaa,
ADF0785,3497,116.56666670000001,1740.914,67.37,87.5,19453.8086,471,13390,28780,1,1,1,Zintel,Uxaa,
ADF0786,2501,83.36666667,1741.7756,34.2,0.0,125832.7148,479,23807,46099,13,1,1,Mango,Uxaa,
ADF0787,1552,51.73333333,1743.5520000000001,0.0,33.75,8259355.149,759,0,1938,1,1,1,ToCall,Uxaa,
ADF0788,4851,161.7,1747.67,102.31,18.75,3037882.7989999996,551,6570,19366,1,1,1,PQza,Uxaa,
ADF0789,1295,43.16666667,1758.2939999999999,64.19,81.25,24964670.83,331,12609,18226,2,3,3,PQza,Uxaa,
ADF0790,3722,124.06666670000001,1765.28,2.39,0.0,14048.8027,1096,2040,2194,2,2,2,Weematel,Uxaa,
ADF0791,3215,107.16666670000001,1774.4520000000002,31.86,146.25,31942608.58,120,5430,32602,2,1,1,0,Uxaa,
ADF0792,358,11.93333333,1788.5264,5.25,11.25,1511567.094,791,0,48461,1,1,1,PQza,Uxaa,
ADF0793,153,5.1,1790.9676,0.01,6.25,150658.71,829,2976,47542,1,2,2,Zintel,Uxaa,
ADF0794,2094,69.8,1791.2456,12.57,0.0,85700.3008,911,10735,48498,1,0,0,ToCall,Uxaa,
ADF0795,1669,55.63333333,1793.98,5.98,60.0,2890778.35,391,0,32193,4,1,1,Zintel,Uxaa,
ADF0796,890,29.66666667,1794.4620000000002,3.59,42.5,11150805.17,691,3168,31502,1,1,1,Uxaa,Uxaa,
ADF0797,2131,71.03333333,1798.49,60.1,0.0,703336.3213,760,16011,25750,1,1,1,Uxaa,Uxaa,
ADF0798,441,14.7,1804.4156,0.0,643.75,25808729.15,31,576,3376,2,0,0,Uxaa,Uxaa,
ADF0799,1772,59.06666667,1807.03,18.99,21.25,1609224.565,1012,1908,13709,1,1,1,Zintel,Uxaa,
ADF0800,869,28.96666667,1813.2088,50.76,40.61,2342002.626,422,15486,4496,1,1,1,Mango,Uxaa,
ADF0801,152,5.066666667,1824.8584,44.48,140.0,136700.5967,446,61572,9099,1,2,2,Mango,Uxaa,
ADF0802,4866,162.2,1839.6708,47.8,0.0,1016740.946,812,0,37282,1,1,1,Uxaa,Uxaa,
ADF0803,862,28.73333333,1845.578,8.75,21.25,697.9219,1208,29344,25788,3,1,1,PQza,Uxaa,
ADF0804,2033,67.76666667,1853.43,5.98,5.0,556725.6933,917,0,30831,5,1,1,Weematel,Uxaa,
ADF0805,1524,50.8,1861.86,21.74,0.0,1372374.3480000002,716,4080,70511,2,1,1,Mango,Uxaa,
ADF0806,571,19.03333333,1862.8139999999999,7.06,412.3,19747757.46,187,2788,18843,1,1,1,Mango,Uxaa,
ADF0807,272,9.066666667,1869.59,21.67,63.75,29724199.42,485,24084,21752,1,1,1,Uxaa,Uxaa,
ADF0808,142,4.733333333,1880.444,129.5,0.0,599.9326,587,82548,15283,3,0,0,Mango,Uxaa,
ADF0809,191,6.3666666670000005,1883.5379999999998,30.02,53.75,3586373.606,893,12444,30599,17,1,1,Uxaa,Uxaa,
ADF0810,279,9.3,1895.07,14.36,0.0,1403601.907,2376,0,83788,1,1,1,ToCall,Uxaa,
ADF0811,1091,36.36666667,1896.58,17.94,0.0,149935.7207,363,6105,54597,1,1,1,ToCall,Uxaa,
ADF0812,3263,108.76666670000002,1899.46,20.62,155.0,2258907.13,39,1117,7123,3,1,1,ToCall,Uxaa,
ADF0813,4190,139.66666669999998,1900.89,14.63,191.25,12871351.8,166,70596,6309,1,1,1,Mango,Uxaa,
ADF0814,2604,86.8,1916.8504,45.21,166.25,2889008.131,519,1590,32038,3,1,1,PQza,Uxaa,
ADF0815,846,28.2,1921.9724,20.12,10.0,509.0049,337,47161,72459,1,2,2,Uxaa,Uxaa,
ADF0816,207,6.9,1932.2579999999998,12.19,78.75,501453.1954,380,22656,17689,3,0,0,PQza,Uxaa,
ADF0817,2067,68.9,1939.4304,3.5,272.5,2910169.652,381,19001,8090,1,3,1,Uxaa,Uxaa,
ADF0818,458,15.26666667,1939.8908,11.96,0.0,240.0371,1209,14352,1826,1,2,2,Uxaa,Uxaa,
ADF0819,2178,72.6,1940.5,50.23,36.25,5588236.592999999,596,2106,19274,2,0,1,PQza,Uxaa,
ADF0820,1380,46.0,1954.03,76.61,7.5,711381.4424,369,12766,101488,2,3,3,Zintel,Uxaa,
ADF0821,2824,94.13333333,1957.5208,81.96,40.0,374.4248,1408,39775,16878,7,2,2,0,Uxaa,
ADF0822,2673,89.1,1961.1204,36.0,77.5,31469390.37,57,2155,6703,1,1,1,Weematel,Uxaa,
ADF0823,666,22.2,1966.34,12.94,188.75,8275915.011,29,9690,3770,1,1,1,Zintel,Uxaa,
ADF0824,1472,49.06666667,1977.9044,36.75,1.25,0.1211,3460,44234,22404,1,2,2,Uxaa,Uxaa,
ADF0825,2290,76.33333333,1992.6979999999999,31.5,73.75,906277.2929,179,47756,37452,2,1,1,PQza,Uxaa,
ADF0826,1439,47.96666667,1996.3692,1.2,17.5,2061880.552,906,0,56461,4,1,3,Mango,Uxaa,
ADF0827,554,18.46666667,2016.994,20.12,43.75,7126095.305,440,502,0,2,1,1,Mango,Uxaa,
ADF0828,5344,178.1333333,2018.578,37.7,66.65,26044.1192,921,12736,14745,3,1,1,Uxaa,Uxaa,
ADF0829,4083,136.1,2022.48,0.0,17.5,18146779.08,698,0,1611,1,1,1,PQza,Uxaa,
ADF0830,140,4.666666667,2031.84,37.62,5.0,55.3857,819,52632,56714,2,2,2,Mango,Uxaa,
ADF0831,622,20.73333333,2033.61,5.37,55.0,530713.8584,385,5884,44908,1,1,1,Uxaa,Uxaa,
ADF0832,4073,135.7666667,2040.1756,63.36,173.75,38867395.5,343,0,1851,1,1,1,Mango,Uxaa,
ADF0833,3878,129.2666667,2049.5724,68.82,140.0,776950.0147,341,22310,57112,2,1,0,Uxaa,Uxaa,
ADF0834,3463,115.43333329999999,2051.47,69.85,43.75,736371.3916,585,27896,40792,1,3,3,ToCall,Uxaa,
ADF0835,1361,45.36666667,2055.38,1.75,273.75,6817114.457,191,2310,41442,1,3,3,PQza,Uxaa,
ADF0836,5346,178.2,2065.94,0.0,142.5,3881919.986,618,3657,4301,1,1,1,Uxaa,Uxaa,
ADF0837,403,13.43333333,2070.9608,10.5,292.5,696838.8955,332,4934,8794,3,2,2,Weematel,Uxaa,
ADF0838,5349,178.3,2108.23,0.0,12.5,2725088.762,860,0,79510,2,1,1,Zintel,Uxaa,
ADF0839,601,20.03333333,2111.1020000000003,79.83,95.0,15783151.55,1432,22908,14367,3,3,3,Uxaa,Uxaa,
ADF0840,415,13.83333333,2126.8008,0.0,17.05,578459.4736,670,104691,34896,3,1,1,Uxaa,Uxaa,
ADF0841,3639,121.3,2152.38,0.6,7.5,40.3311,163,12359,41957,1,0,1,ToCall,Uxaa,
ADF0842,670,22.33333333,2155.47,47.84,118.75,5767166.408,415,0,537,2,1,1,Zintel,Uxaa,
ADF0843,2394,79.8,2160.4356,30.92,50.0,50343292.57,451,14547,47514,1,1,1,Weematel,Uxaa,
ADF0844,1775,59.16666667,2168.4692,38.68,5.0,2499114.184,815,11400,13539,3,1,1,Uxaa,Uxaa,
ADF0845,2865,95.5,2188.06,0.0,6.25,366022.9961,959,9082,62892,1,3,3,ToCall,Uxaa,
ADF0846,278,9.266666667,2202.8236,6.85,76.25,44187559.06,643,5136,77925,2,1,1,Zintel,Uxaa,
ADF0847,1249,41.63333333,2206.0492,0.0,41.25,5124299.415,1427,2868,13740,1,2,2,Mango,Uxaa,
ADF0848,1743,58.1,2220.4139999999998,90.84,20.0,36098.0088,1358,6998,31570,3,2,2,0,Uxaa,
ADF0849,2440,81.33333333,2227.55,85.4,43.75,1080063.578,788,8940,100236,2,1,1,Mango,Uxaa,
ADF0850,3509,116.96666670000002,2227.844,0.0,93.75,3219862.67,753,0,3644,2,0,0,Zintel,Uxaa,
ADF0851,421,14.03333333,2246.29,166.34,386.25,3563653.769,116,12570,20535,1,0,0,Mango,Uxaa,
ADF0852,2679,89.3,2253.51,5.25,57.5,2331874.917,1533,19551,42749,3,3,3,Zintel,Uxaa,
ADF0853,438,14.6,2255.28,11.36,195.0,5175334.586,284,4303,5100,1,1,1,ToCall,Uxaa,
ADF0854,414,13.8,2265.09,1.75,748.75,2313833.337,182,58788,19093,1,1,1,Zintel,Uxaa,
ADF0855,2362,78.73333333,2271.57,5.4,13.75,4422097.197,751,0,3710,2,1,1,PQza,Uxaa,
ADF0856,2037,67.9,2272.5,51.84,354.02,12452709.61,214,358,167,1,1,1,Weematel,Uxaa,
ADF0857,1621,54.03333333,2279.89,23.9,26.25,1650224.25,1410,0,1374,1,1,1,Zintel,Uxaa,
ADF0858,1591,53.03333333,2301.4179999999997,14.69,0.0,1024838.7540000001,647,46772,69418,1,3,1,Weematel,Uxaa,
ADF0859,1243,41.43333333,2313.6964,7.0,47.5,256917.9648,664,12462,96925,2,0,0,Uxaa,Uxaa,
ADF0860,139,4.633333333,2315.2292,19.25,52.5,267441.2813,636,50316,52400,2,0,0,ToCall,Uxaa,
ADF0861,1702,56.73333333,2318.38,7.73,0.0,71315.0557,299,251,179,2,1,1,Uxaa,Uxaa,
ADF0862,2141,71.36666667,2339.18,20.15,117.5,3733854.9110000003,1004,12894,53809,1,3,3,Mango,Uxaa,
ADF0863,1977,65.9,2341.4544,26.01,50.25,125704.6631,2172,17346,12770,1,2,2,Uxaa,Uxaa,
ADF0864,570,19.0,2388.8,7.73,33.75,19157236.63,11,1308,892,1,1,1,Uxaa,Uxaa,
ADF0865,3783,126.1,2398.22,12.25,23.75,51240.4912,725,24352,73034,1,3,3,Zintel,Uxaa,
ADF0866,4631,154.3666667,2402.2836,14.18,68.75,39447583.26,98,16591,14973,5,1,1,Weematel,Uxaa,
ADF0867,196,6.533333333,2443.14,567.38,17.5,885136.6631,777,0,52238,1,1,1,Weematel,Uxaa,
ADF0868,2346,78.2,2491.132,28.68,56.25,582.2647,217,35632,64030,1,0,0,Weematel,Uxaa,
ADF0869,1452,48.4,2506.39,14.36,76.25,3601110.3460000004,744,0,1015,1,1,1,Weematel,Uxaa,
ADF0870,2501,83.36666667,2517.6648,9.39,411.25,51514296.62,270,1428,51080,6,1,1,0,Uxaa,
ADF0871,4865,162.16666669999998,2528.67,77.72,10.0,1660324.604,541,0,42780,1,1,1,ToCall,Uxaa,
ADF0872,2399,79.96666667,2534.69,8.33,42.5,2379061.373,697,0,26230,3,1,1,0,Uxaa,
ADF0873,4061,135.3666667,2551.14,128.25,1.25,8157386.301,292,13854,6774,1,1,1,Zintel,Uxaa,
ADF0874,240,8.0,2580.3,29.04,62.5,1200063.02,939,2274,94118,2,1,1,Mango,Uxaa,
ADF0875,293,9.766666667,2586.7468,122.25,152.5,9208944.819,458,9612,63317,2,3,3,Zintel,Uxaa,
ADF0876,212,7.066666667000001,2609.28,117.86,0.0,395.582,841,27996,8520,1,0,0,Uxaa,Uxaa,
ADF0877,1622,54.06666667,2609.8708,102.13,26.25,14549139.28,537,6862,26891,2,2,2,Zintel,Uxaa,
ADF0878,1427,47.56666667,2621.68,0.0,167.5,487505.8535,616,0,37351,1,1,1,PQza,Uxaa,
ADF0879,4869,162.3,2626.2,0.0,0.0,1426128.164,1664,0,0,2,1,1,Zintel,Uxaa,
ADF0880,767,25.56666667,2645.38,14.9,200.0,8888117.754,221,717,179,1,1,1,ToCall,Uxaa,
ADF0881,1792,59.73333333,2648.71,30.48,21.25,88369.0947,833,23459,83316,2,1,1,PQza,Uxaa,
ADF0882,4164,138.8,2721.91,30.5,0.0,42639.2265,2216,11472,20255,3,3,3,Zintel,Uxaa,
ADF0883,439,14.63333333,2749.94,29.46,230.0,4745351.069,219,15086,3291,1,1,1,Weematel,Uxaa,
ADF0884,2480,82.66666667,2772.52,174.71,68.75,859323.0507,610,14054,63581,1,1,1,0,Uxaa,
ADF0885,3483,116.1,2811.32,99.43,7.5,1006882.5009999999,379,13638,68409,3,0,1,0,Uxaa,
ADF0886,2100,70.0,2817.304,130.15,60.0,3950.7207,540,36792,93801,2,2,2,Uxaa,Uxaa,
ADF0887,3699,123.3,2857.1808,21.87,3.75,75525.0556,594,9501,158521,1,3,3,Weematel,Uxaa,
ADF0888,3657,121.9,2857.67,17.94,0.0,345398.6182,335,0,597,2,1,1,Weematel,Uxaa,
ADF0889,297,9.9,2872.0204,128.2,143.75,7897054.488,113,28086,28975,1,1,1,Uxaa,Uxaa,
ADF0890,3266,108.86666670000001,2911.5159999999996,39.73,1.25,358.9854,891,11035,117135,4,0,0,Zintel,Uxaa,
ADF0891,2456,81.86666667,2916.7884,45.5,41.25,21719.1006,514,51292,123176,1,1,1,PQza,Uxaa,
ADF0892,3060,102.0,2969.51,53.07,63.75,2009878.209,1247,12690,68124,3,2,2,PQza,Uxaa,
ADF0893,410,13.66666667,3004.5,43.76,50.0,220998.371,637,38979,109053,2,0,1,Mango,Uxaa,
ADF0894,3978,132.6,3049.782,10.5,222.5,1471732.905,662,38160,113158,1,1,1,ToCall,Uxaa,
ADF0895,1036,34.53333333,3078.39,0.0,0.0,103607.3232,1052,0,33766,2,0,0,Weematel,Uxaa,
ADF0896,591,19.7,3140.62,13.15,82.5,31389830.49,550,600,7083,1,1,1,ToCall,Uxaa,
ADF0897,2037,67.9,3190.29,14.0,65.0,15210248.36,97,38324,8513,1,3,1,Zintel,Uxaa,
ADF0898,3612,120.4,3240.65,0.6,1.25,9459298.685,1991,0,4271,2,1,1,0,Uxaa,
ADF0899,160,5.333333333,3260.04,158.02,195.0,6432332.881,264,12312,9772,1,1,1,PQza,Uxaa,
ADF0900,1604,53.46666667,3273.0868,66.12,62.5,83012.2188,3490,24481,117931,2,0,0,PQza,Uxaa,
ADF0901,2257,75.23333333,3339.7824,106.73,118.75,513688.8028,378,145839,47207,2,3,3,Weematel,Uxaa,
ADF0902,4084,136.1333333,3405.69,8.98,346.25,9664208.901,178,31878,38246,1,1,1,Mango,Uxaa,
ADF0903,4027,134.2333333,3415.2864,0.0,21.25,25161008.91,853,744,112070,1,1,1,0,Uxaa,
ADF0904,2637,87.9,3434.4732,97.8,56.25,3778.2275,3272,48793,85015,1,2,2,Uxaa,Uxaa,
ADF0905,1670,55.66666667,3443.4264,13.62,0.0,6576.8135,5727,58273,127941,4,2,2,ToCall,Uxaa,
ADF0906,3960,132.0,3491.1348,98.86,75.0,1806876.763,767,18195,133928,11,1,1,PQza,Uxaa,
ADF0907,1507,50.23333333,230.606,41.7,13.75,464.0674,55,2208,7200,1,1,1,Uxaa,Uxaa,
ADF0908,3772,125.73333329999998,231.2284,32.71,11.25,3216081.784,56,2292,11998,1,3,3,Uxaa,Uxaa,
ADF0909,2252,75.06666667,231.5012,0.0,3.75,24.999000000000002,32,10344,1345,3,0,0,Uxaa,Uxaa,
ADF0910,99,3.3,233.6448,21.02,6.25,2454740.7369999997,47,12036,6496,2,0,0,Weematel,Uxaa,
ADF0911,375,12.5,245.9824,5.9,3.75,3980246.229,188,7035,7316,1,1,1,PQza,Uxaa,
ADF0912,2573,85.76666667,247.2212,33.69,28.75,2099.3398,21,4195,4517,2,1,1,PQza,Uxaa,
ADF0913,1844,61.46666667,250.42,34.49,6.25,219.665,34,8648,4784,1,3,1,PQza,Uxaa,
ADF0914,205,6.833333333,250.544,17.39,31.75,5414081.911,58,768,2317,1,1,1,Uxaa,Uxaa,
ADF0915,808,26.93333333,258.19599999999997,18.44,15.0,343.5898,48,156,14359,1,1,1,ToCall,Uxaa,
ADF0916,1135,37.83333333,259.508,4.78,0.0,429950.7549,26,14058,1350,1,0,0,Uxaa,Uxaa,
ADF0917,1267,42.23333333,259.72,21.43,1.25,110909.2002,44,15348,1183,1,3,1,ToCall,Uxaa,
ADF0918,950,31.66666667,261.39,0.0,1.25,110071.6533,42,2946,11282,2,0,1,Weematel,Uxaa,
ADF0919,122,4.066666667,262.94,1.77,0.0,123552.6465,19,8928,15777,6,3,3,Uxaa,Uxaa,
ADF0920,103,3.433333333,263.5,0.0,0.0,7285.9961,82,20640,1202,2,0,0,Uxaa,Uxaa,
ADF0921,210,7.0,264.61,3.82,1.25,4.3926,88,1386,3800,1,0,0,PQza,Uxaa,
ADF0922,1318,43.93333333,264.944,0.0,82.5,85768.66699999999,15,318,3358,1,0,0,Uxaa,Uxaa,
ADF0923,190,6.333333333,265.488,20.87,25.0,793556.3418,71,3834,7526,1,0,0,Zintel,Uxaa,
ADF0924,2224,74.13333333,267.1,41.1,27.5,5466.8838,58,7968,6906,1,3,3,Weematel,Uxaa,
ADF0925,476,15.86666667,267.35,33.25,38.75,19628752.47,116,3012,3712,2,0,0,PQza,Uxaa,
ADF0926,904,30.13333333,267.948,26.85,53.75,8196775.512,188,2400,4574,3,3,3,Uxaa,Uxaa,
ADF0927,773,25.76666667,272.096,35.21,0.0,16.1621,37,2496,7527,1,3,3,Mango,Uxaa,
ADF0928,265,8.833333332999999,275.17,0.0,1.25,13.6777,126,5358,2115,1,2,2,ToCall,Uxaa,
ADF0929,517,17.23333333,288.998,16.56,47.5,135483.1367,211,10200,6065,1,2,2,PQza,Uxaa,
ADF0930,1625,54.16666667,291.672,18.08,8.75,14613.6963,48,10673,3597,1,1,1,Mango,Uxaa,
ADF0931,185,6.166666667,294.176,58.02,13.75,3282096.0689999997,106,1368,6905,1,2,2,Mango,Uxaa,
